AN_BASE,NM_GRANDE_AREA_CONHECIMENTO,NM_AREA_CONHECIMENTO,NM_AREA_BASICA,NM_SUBAREA_CONHECIMENTO,NM_ESPECIALIDADE,CD_AREA_AVALIACAO,NM_AREA_AVALIACAO,SG_ENTIDADE_ENSINO,NM_ENTIDADE_ENSINO,IN_REDE,SG_ENTIDADE_ENSINO_REDE,CS_STATUS_JURIDICO,DS_DEPENDENCIA_ADMINISTRATIVA,DS_ORGANIZACAO_ACADEMICA,NM_REGIAO,SG_UF_PROGRAMA,NM_MUNICIPIO_PROGRAMA_IES,NM_MODALIDADE_PROGRAMA,CD_PROGRAMA_IES,NM_PROGRAMA_IES,NM_PROGRAMA_IDIOMA,CD_CONCEITO_PROGRAMA,AN_INICIO_PROGRAMA,AN_INICIO_CURSO,DS_SITUACAO_PROGRAMA,DT_SITUACAO_PROGRAMA,ID_ADD_FOTO_PROGRAMA_IES,ID_ADD_FOTO_PROGRAMA,PAIS
2019,MULTIDISCIPLINAR,INTERDISCIPLINAR,SAÚDE E BIOLÓGICAS,SAÚDE E BIOLÓGICAS,NÃO SE APLICA,45,INTERDISCIPLINAR,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,NÃO,NA,ESTADUAL,PÚBLICO,UNIVERSIDADE,SUDESTE,SP,SÃO PAULO,ACADÊMICO,33003017096P3,SAÚDE, INTERDISCIPLINARIDADE E REABILITAÇÃO,HEALTH, INTERDISCIPLINARY AND REHABILITATION,4,2012,2012/2016,EM FUNCIONAMENTO,06May2013 0:00:00,152540,87147,BRASIL
2019,CIÊNCIAS EXATAS E DA TERRA,QUÍMICA,QUÍMICA,NÃO SE APLICA,NÃO SE APLICA,4,QUÍMICA,UNESP-ARAR,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ARARAQUARA ),NÃO,NA,ESTADUAL,PÚBLICO,NÃO INFORMADO,SUDESTE,SP,ARARAQUARA,ACADÊMICO,33004030072P8,QUÍMICA,CHEMISTRY,7,1993,1993/1993,EM FUNCIONAMENTO,27Jun2013 0:00:00,159242,94139,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO,NÃO SE APLICA,NÃO SE APLICA,26,DIREITO,FMU,CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,NÃO,NA,PARTICULAR,PRIVADO,CENTRO UNIVERSITÁRIO,SUDESTE,SP,SÃO PAULO,ACADÊMICO,33142017001P0,DIREITO DA SOCIEDADE DA INFORMAÇÃO,INFORMATION SOCIETY LAW,3,2007,2007,EM FUNCIONAMENTO,26Nov2013 0:00:00,159234,94143,BRASIL
2019,CIÊNCIAS DA SAÚDE,NUTRIÇÃO,NUTRIÇÃO,NÃO SE APLICA,NÃO SE APLICA,50,NUTRIÇÃO,UNIFESP,UNIVERSIDADE FEDERAL DE SÃO PAULO,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,SP,SÃO PAULO,ACADÊMICO,33009015041P2,NUTRIÇÃO,NUTRITION,6,1991,1991/1991,EM FUNCIONAMENTO,09Aug2012 0:00:00,159262,94151,BRASIL
2019,CIÊNCIAS AGRÁRIAS,ZOOTECNIA,ZOOTECNIA,NÃO SE APLICA,NÃO SE APLICA,23,ZOOTECNIA / RECURSOS PESQUEIROS,UNIFENAS,UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO,NÃO,NA,PARTICULAR,PRIVADO,UNIVERSIDADE,SUDESTE,MG,ALFENAS,ACADÊMICO,32016018001P0,CIÊNCIA ANIMAL,ANIMAL SCIENSE,3,2002,2002/2017,EM FUNCIONAMENTO,07Aug2010 0:00:00,157724,92979,BRASIL
2019,CIÊNCIAS HUMANAS,SOCIOLOGIA,SOCIOLOGIA,NÃO SE APLICA,NÃO SE APLICA,34,SOCIOLOGIA,FUFSE,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,NÃO,NA,FEDERAL,PÚBLICO,NÃO INFORMADO,NORDESTE,SE,SÃO CRISTÓVÃO,ACADÊMICO,27001016011P8,SOCIOLOGIA,GRADUATE PROGRAM IN SOCIOLOGY,5,2001,2001/2009,EM FUNCIONAMENTO,01Jun2010 0:00:00,157725,92980,BRASIL
2019,CIÊNCIAS HUMANAS,HISTÓRIA,HISTÓRIA DO BRASIL,HISTÓRIA DO BRASIL,NÃO SE APLICA,40,HISTÓRIA,UFSC,UNIVERSIDADE FEDERAL DE SANTA CATARINA,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUL,SC,FLORIANÓPOLIS,ACADÊMICO,41001010004P5,HISTÓRIA,GRADUATE PROGRAM IN HISTORY,4,1975,1975/1998,EM FUNCIONAMENTO,01Jun2010 0:00:00,156681,92064,BRASIL
2019,MULTIDISCIPLINAR,BIOTECNOLOGIA,BIOTECNOLOGIA,NÃO SE APLICA,NÃO SE APLICA,48,BIOTECNOLOGIA,UFPR,UNIVERSIDADE FEDERAL DO PARANÁ,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUL,PR,CURITIBA,ACADÊMICO,40001016036P8,ENGENHARIA DE BIOPROCESSOS E BIOTECNOLOGIA,BIOPROCESS ENGINEERING AND BIOTECHNOLOGY,7,1997,2004/1997,EM FUNCIONAMENTO,09Jan2013 0:00:00,156689,92072,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,COMUNICAÇÃO,COMUNICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,31,COMUNICAÇÃO E INFORMAÇÃO,UFPB-JP,UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA ),NÃO,NA,FEDERAL,PÚBLICO,NÃO INFORMADO,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,24001015053P4,COMUNICAÇÃO E CULTURAS MIDIÁTICAS,COMMUNICATION AND MEDIA CULTURES,3,2008,2008,EM FUNCIONAMENTO,25May2012 0:00:00,156741,92097,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,ADMINISTRAÇÃO,CIÊNCIAS CONTÁBEIS,CIÊNCIAS CONTÁBEIS,NÃO SE APLICA,27,ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO,FIPECAFI,FACULDADE FIPECAFI,NÃO,NA,PARTICULAR,PRIVADO,NÃO INFORMADO,SUDESTE,SP,SÃO PAULO,PROFISSIONAL,33113017001P1,CONTROLADORIA E FINANÇAS,MASTER IN ACCOUNTING AND FINANCE,3,2016,2016,EM FUNCIONAMENTO,04Jan2016 0:00:00,156773,92155,BRASIL
2019,CIÊNCIAS AGRÁRIAS,AGRONOMIA,MELHORAMENTO VEGETAL,FITOTECNIA,MELHORAMENTO VEGETAL,42,CIÊNCIAS AGRÁRIAS I,UNESP-JAB,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( JABOTICABAL ),NÃO,NA,ESTADUAL,PÚBLICO,NÃO INFORMADO,SUDESTE,SP,JABOTICABAL,ACADÊMICO,33004102029P6,AGRONOMIA (GENÉTICA E MELHORAMENTO DE PLANTAS),AGRONOMY (GENETICS AND PLANT BREEDING),4,1985,1985/1999,EM FUNCIONAMENTO,18Jun2013 0:00:00,156799,92161,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO,NÃO SE APLICA,NÃO SE APLICA,26,DIREITO,ESDHC,ESCOLA SUPERIOR DOM HELDER CÂMARA,NÃO,NA,PARTICULAR,PRIVADO,FACULDADE,SUDESTE,MG,BELO HORIZONTE,ACADÊMICO,32083017001P4,DIREITO AMBIENTAL E DESENVOLVIMENTO SUSTENTÁVEL,ENVIRONMENTAL LAW AND SUSTAINABLE DEVELOPMENT,4,2011,2011/2019,EM FUNCIONAMENTO,21Dec2013 0:00:00,156802,92164,BRASIL
2019,CIÊNCIAS AGRÁRIAS,ZOOTECNIA,ZOOTECNIA,NÃO SE APLICA,NÃO SE APLICA,23,ZOOTECNIA / RECURSOS PESQUEIROS,UFVJM,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,MG,DIAMANTINA,ACADÊMICO,32010010003P9,ZOOTECNIA,GRADUATE PROGRAM IN ANIMAL SCIENCE,4,2008,2008,EM FUNCIONAMENTO,30Oct2012 0:00:00,155909,91331,BRASIL
2019,LINGÜÍSTICA, LETRAS E ARTES,LINGÜÍSTICA,LINGÜÍSTICA,NÃO SE APLICA,NÃO SE APLICA,41,LINGUÍSTICA E LITERATURA,UFES,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,ES,VITÓRIA,ACADÊMICO,30001013022P9,LINGÜÍSTICA,LINGUISTIC POST-GRADUATION PROGRAM,4,2006,2006/2016,EM FUNCIONAMENTO,22Oct2013 0:00:00,157379,92631,BRASIL
2019,CIÊNCIAS EXATAS E DA TERRA,GEOCIÊNCIAS,GEOCIÊNCIAS,NÃO SE APLICA,NÃO SE APLICA,5,GEOCIÊNCIAS,INPA,INSTITUTO NACIONAL DE PESQUISAS DA AMAZÔNIA,SIM,UEA,FEDERAL,PÚBLICO,NÃO INFORMADO,NORTE,AM,MANAUS,ACADÊMICO,12002011011P2,CLIMA E AMBIENTE - INPA - UEA,POST-GRADUATE PROGRAM IN CLIMATE AND ENVIRONMENT - INPA -UEA,4,2007,2007/2007,EM FUNCIONAMENTO,18Mar2011 0:00:00,157385,92636,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO,NÃO SE APLICA,NÃO SE APLICA,26,DIREITO,FGV/RJ,FUNDAÇÃO GETÚLIO VARGAS ( RJ ),NÃO,NA,PARTICULAR,PRIVADO,NÃO INFORMADO,SUDESTE,RJ,RIO DE JANEIRO,ACADÊMICO,31011012015P7,DIREITO DA REGULAÇÃO,GRADUATE PROGRAM IN REGULATION,4,2014,2014,EM FUNCIONAMENTO,20May2014 0:00:00,157368,92646,BRASIL
2019,CIÊNCIAS BIOLÓGICAS,ECOLOGIA,ECOLOGIA,NÃO SE APLICA,NÃO SE APLICA,7,BIODIVERSIDADE,UFPA,UNIVERSIDADE FEDERAL DO PARÁ,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,NORTE,PA,BELÉM,ACADÊMICO,15001016052P2,ECOLOGIA AQUÁTICA E PESCA,AQUATIC ECOLOGY AND FISHERIES,5,2007,2007/2007,EM FUNCIONAMENTO,18Apr2013 0:00:00,157373,92651,BRASIL
2019,CIÊNCIAS BIOLÓGICAS,BIOLOGIA GERAL,BIOLOGIA GERAL,NÃO SE APLICA,NÃO SE APLICA,6,CIÊNCIAS BIOLÓGICAS I,IBU,INSTITUTO BUTANTAN,NÃO,NA,ESTADUAL,PÚBLICO,NÃO INFORMADO,SUDESTE,SP,SÃO PAULO,ACADÊMICO,33045011001P2,CIÊNCIAS,TOXINOLOGY,5,2010,2010/2010,EM FUNCIONAMENTO,14Feb2014 0:00:00,157403,92661,BRASIL
2019,LINGÜÍSTICA, LETRAS E ARTES,ARTES,ARTES,NÃO SE APLICA,NÃO SE APLICA,11,ARTES,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,NÃO,NA,ESTADUAL,PÚBLICO,UNIVERSIDADE,SUDESTE,SP,CAMPINAS,ACADÊMICO,33003017094P0,ARTES DA CENA,PERFORMING ARTS GRADUATE PROGRAM,5,2011,2011/2011,EM FUNCIONAMENTO,15Feb2011 0:00:00,156540,91923,BRASIL
2019,CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,NÃO SE APLICA,NÃO SE APLICA,37,PSICOLOGIA,USP/RP,UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO ),NÃO,NA,ESTADUAL,PÚBLICO,NÃO INFORMADO,SUDESTE,SP,RIBEIRÃO PRETO,ACADÊMICO,33002029030P1,PSICOLOGIA,MASTER'S AND DOCTORAL PROGRAM IN PSYCHOLOGY,5,1995,1995/1995,EM FUNCIONAMENTO,29Oct2012 0:00:00,156545,91928,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,ARQUITETURA E URBANISMO,ARQUITETURA E URBANISMO,NÃO SE APLICA,NÃO SE APLICA,29,ARQUITETURA, URBANISMO E DESIGN,UVV,UNIVERSIDADE VILA VELHA,NÃO,NA,PARTICULAR,PRIVADO,UNIVERSIDADE,SUDESTE,ES,VILA VELHA,ACADÊMICO,30011019103P0,ARQUITETURA E CIDADE,ARCHITECTURE AND CITY,3,2017,2017,EM FUNCIONAMENTO,01Feb2017 0:00:00,159902,94728,BRASIL
2019,CIÊNCIAS HUMANAS,FILOSOFIA,FILOSOFIA,NÃO SE APLICA,NÃO SE APLICA,33,FILOSOFIA,UFSM,UNIVERSIDADE FEDERAL DE SANTA MARIA,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUL,RS,SANTA MARIA,ACADÊMICO,42002010002P1,FILOSOFIA,GRADUATE PROGRAM IN PHILOSOPHY,5,1973,1973/2011,EM FUNCIONAMENTO,02Dec2013 0:00:00,159914,94740,BRASIL
2019,CIÊNCIAS AGRÁRIAS,AGRONOMIA,AGRONOMIA,NÃO SE APLICA,NÃO SE APLICA,42,CIÊNCIAS AGRÁRIAS I,UFSM,UNIVERSIDADE FEDERAL DE SANTA MARIA,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUL,RS,SANTA MARIA,PROFISSIONAL,42002010048P1,AGRICULTURA DE PRECISÂO,PRECISION AGRICULTURE,4,2011,2011,EM FUNCIONAMENTO,08May2012 0:00:00,159930,94755,BRASIL
2019,CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,NÃO SE APLICA,NÃO SE APLICA,37,PSICOLOGIA,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,NORDESTE,MA,SÃO LUÍS,ACADÊMICO,20001010027P2,PSICOLOGIA,MASTER IN PSYCHOLOGY,3,2012,2012,EM FUNCIONAMENTO,21Dec2012 0:00:00,159973,94794,BRASIL
2019,CIÊNCIAS DA SAÚDE,MEDICINA,ANATOMIA PATOLÓGICA E PATOLOGIA CLÍNICA,ANATOMIA PATOLÓGICA E PATOLOGIA CLÍNICA,NÃO SE APLICA,16,MEDICINA II,UNESP-BOT,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU ),NÃO,NA,ESTADUAL,PÚBLICO,NÃO INFORMADO,SUDESTE,SP,BOTUCATU,PROFISSIONAL,33004064089P0,PESQUISA CLÍNICA,PROFESSIONAL SCIENCE MASTER DEGREE IN CLINICAL RESEARCH,3,2015,2015,EM FUNCIONAMENTO,29Jul2015 0:00:00,148741,84489,BRASIL
2019,CIÊNCIAS DA SAÚDE,ODONTOLOGIA,ODONTOLOGIA,NÃO SE APLICA,NÃO SE APLICA,18,ODONTOLOGIA,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,NORDESTE,RN,NATAL,ACADÊMICO,23001011005P7,CIÊNCIAS ODONTOLÓGICAS,DENTAL SCIENCES POSTGRADUATE PROGRAM,4,1978,1978/1997,EM FUNCIONAMENTO,20Aug2012 0:00:00,148745,84493,BRASIL
2019,CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,NÃO SE APLICA,NÃO SE APLICA,38,EDUCAÇÃO,UPE,UNIVERSIDADE DE PERNAMBUCO,NÃO,NA,ESTADUAL,PÚBLICO,UNIVERSIDADE,NORDESTE,PE,PETROLINA,PROFISSIONAL,25004018070P8,FORMAÇÃO DE PROFESSORES E PRÁTICAS INTERDISCIPLINARES,TEACHER TRAINING AND INTERDISCIPLINARY PRACTICES,3,2015,2015,EM FUNCIONAMENTO,30Mar2015 0:00:00,159840,94667,BRASIL
2019,CIÊNCIAS AGRÁRIAS,AGRONOMIA,AGRONOMIA,NÃO SE APLICA,NÃO SE APLICA,42,CIÊNCIAS AGRÁRIAS I,UFSM,UNIVERSIDADE FEDERAL DE SANTA MARIA,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUL,RS,SANTA MARIA,ACADÊMICO,42002010007P3,AGRONOMIA,POSTGRADUATE PROGRAM IN AGRONOMY,5,1971,1971/1999,EM FUNCIONAMENTO,10Aug2010 0:00:00,147829,84015,BRASIL
2019,CIÊNCIAS EXATAS E DA TERRA,MATEMÁTICA,MATEMÁTICA,NÃO SE APLICA,NÃO SE APLICA,1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,UFPA,UNIVERSIDADE FEDERAL DO PARÁ,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,NORTE,PA,BELÉM,ACADÊMICO,15001016041P0,MATEMÁTICA E ESTATÍSTICA,POSTGRADUATE PROGRAM IN MATHEMATICS AND STATISTICS,4,2004,2004,EM FUNCIONAMENTO,13Nov2013 0:00:00,147876,84042,BRASIL
2019,ENGENHARIAS,ENGENHARIA MECÂNICA,ENGENHARIA MECÂNICA,NÃO SE APLICA,NÃO SE APLICA,13,ENGENHARIAS III,UNISOCIESC,CENTRO UNIVERSITÁRIO SOCIESC,NÃO,NA,MUNICIPAL,PÚBLICO,CENTRO UNIVERSITÁRIO,SUL,SC,JOINVILLE,PROFISSIONAL,41017013001P2,ENGENHARIA MECÂNICA,MASTER'S DEGREE PROGRAM IN MECHANICAL ENGINEERING,2,2006,2006,EM DESATIVACAO,21Mar2019 0:00:00,147897,84049,BRASIL
2019,MULTIDISCIPLINAR,INTERDISCIPLINAR,SOCIAIS E HUMANIDADES,SOCIAIS E HUMANIDADES,NÃO SE APLICA,45,INTERDISCIPLINAR,UFBA,UNIVERSIDADE FEDERAL DA BAHIA,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,NORDESTE,BA,SALVADOR,ACADÊMICO,28001010048P5,ESTUDOS ÉTNICOS E AFRICANOS,ETHNICS AND AFRICAN STUDIES,4,2005,2005/2006,EM FUNCIONAMENTO,15Oct2013 0:00:00,158370,93525,BRASIL
2019,MULTIDISCIPLINAR,CIÊNCIAS AMBIENTAIS,CIÊNCIAS AMBIENTAIS,NÃO SE APLICA,NÃO SE APLICA,49,CIÊNCIAS AMBIENTAIS,UFU,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,MG,UBERLÂNDIA,ACADÊMICO,32006012037P3,QUALIDADE AMBIENTAL,ENVIRONMENTAL QUALITY,3,2014,2014,EM FUNCIONAMENTO,04Nov2013 0:00:00,153761,88102,BRASIL
2019,CIÊNCIAS EXATAS E DA TERRA,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,NÃO SE APLICA,NÃO SE APLICA,2,CIÊNCIA DA COMPUTAÇÃO,UNIFACCAMP,CENTRO UNIVERSITÁRIO CAMPO LIMPO PAULISTA,NÃO,NA,PARTICULAR,PRIVADO,CENTRO UNIVERSITÁRIO,SUDESTE,SP,CAMPO LIMPO PAULISTA,ACADÊMICO,33149011002P1,CIÊNCIA DA COMPUTAÇÃO,MASTER PROGRAM IN COMPUTER SCIENCE,3,2012,2012,EM FUNCIONAMENTO,29Aug2013 0:00:00,153920,88132,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,ADMINISTRAÇÃO,ADMINISTRAÇÃO,NÃO SE APLICA,NÃO SE APLICA,27,ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO,UFPR,UNIVERSIDADE FEDERAL DO PARANÁ,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUL,PR,CURITIBA,ACADÊMICO,40001016025P6,ADMINISTRAÇÃO,ADMINISTRATION POS-GRADUATION PROGRAM,5,1992,1992/2004,EM FUNCIONAMENTO,22Oct2013 0:00:00,158346,93480,BRASIL
2019,MULTIDISCIPLINAR,INTERDISCIPLINAR,SOCIAIS E HUMANIDADES,SOCIAIS E HUMANIDADES,NÃO SE APLICA,45,INTERDISCIPLINAR,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUL,RS,PELOTAS,ACADÊMICO,42003016027P7,MEMÓRIA SOCIAL E PATRIMÔNIO CULTURAL,SOCIAL MEMORY AND HERITAGE,5,2007,2007/2013,EM FUNCIONAMENTO,06Mar2014 0:00:00,158347,93481,BRASIL
2019,MULTIDISCIPLINAR,ENSINO,ENSINO,NÃO SE APLICA,NÃO SE APLICA,46,ENSINO,UERN,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,SIM,"UFERSA,IFRN",ESTADUAL,PÚBLICO,UNIVERSIDADE,NORDESTE,RN,MOSSORÓ,ACADÊMICO,23002018071P6,ENSINO,POST GRADUATION PROGRAM IN TEACHING,3,2016,2016,EM FUNCIONAMENTO,03Mar2016 0:00:00,158312,93487,BRASIL
2019,MULTIDISCIPLINAR,BIOTECNOLOGIA,BIOTECNOLOGIA,NÃO SE APLICA,NÃO SE APLICA,48,BIOTECNOLOGIA,UNP,UNIVERSIDADE POTIGUAR,NÃO,NA,PARTICULAR,PRIVADO,UNIVERSIDADE,NORDESTE,RN,NATAL,ACADÊMICO,23004010007P9,BIOTECNOLOGIA,HEALTH BIOTECHNOLOGY,3,2016,2016,EM DESATIVACAO,08Oct2019 0:00:00,158362,93497,BRASIL
2019,CIÊNCIAS DA SAÚDE,SAÚDE COLETIVA,SAÚDE COLETIVA,NÃO SE APLICA,NÃO SE APLICA,22,SAÚDE COLETIVA,UERJ,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,NÃO,NA,ESTADUAL,PÚBLICO,UNIVERSIDADE,SUDESTE,RJ,RIO DE JANEIRO,ACADÊMICO,31004016004P2,SAÚDE COLETIVA,POST GRADUATE PROGRAM IN PUBLIC HEALTH,6,1974,1974/1990,EM FUNCIONAMENTO,22Nov2013 0:00:00,158366,93501,BRASIL
2019,MULTIDISCIPLINAR,INTERDISCIPLINAR,SOCIAIS E HUMANIDADES,SOCIAIS E HUMANIDADES,NÃO SE APLICA,45,INTERDISCIPLINAR,UFFS,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUL,RS,ERECHIM,ACADÊMICO,41020014005P5,INTERDISCIPLINAR EM CIÊNCIAS HUMANAS,INTERDISCIPLINARY STUDIES IN THE HUMANITIES,3,2015,2015,EM FUNCIONAMENTO,31Aug2015 0:00:00,159641,94487,BRASIL
2019,MULTIDISCIPLINAR,ENSINO,ENSINO DE CIÊNCIAS E MATEMÁTICA,ENSINO DE CIÊNCIAS E MATEMÁTICA,NÃO SE APLICA,46,ENSINO,UFAM,UNIVERSIDADE FEDERAL DO AMAZONAS,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,NORTE,AM,MANAUS,ACADÊMICO,12001015042P9,ENSINO DE CIÊNCIAS E MATEMÁTICA,TEACHING SCIENCE AND MATH,3,2014,2014,EM FUNCIONAMENTO,18Feb2014 0:00:00,158925,93892,BRASIL
2019,MULTIDISCIPLINAR,ENSINO,ENSINO,NÃO SE APLICA,NÃO SE APLICA,46,ENSINO,IFES,INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO,SIM,"IFTO,IFTM,IFSUL,IFSULDEMINAS,IFSUDESTEMG,IFSP,IFSC,IFS,IFRS,IFRR,IFRO,IFRN,IFRJ,IFPR,IFPI,IFPE,IFPB,IFPA,IFNMG,IFMT,IFMS,IFMG,IFMA,IFGOIANO,IFG,IFFARROUP,IFF,IFCE,IFC,IFBAIANO,IFBA,IFB,IFAP,IFAM,IFAL,IFAC,IF SERTÃO-PE,CPII,CEFET-MG",FEDERAL,PÚBLICO,INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA,SUDESTE,ES,VITÓRIA,PROFISSIONAL,30004012074P8,EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA,PROFESSIONAL AND TECHNOLOGICAL EDUCATION,3,2017,2017,EM FUNCIONAMENTO,08Nov2016 0:00:00,158710,93688,BRASIL
2019,CIÊNCIAS AGRÁRIAS,MEDICINA VETERINÁRIA,MEDICINA VETERINÁRIA,NÃO SE APLICA,NÃO SE APLICA,24,MEDICINA VETERINÁRIA,UNICENTRO,UNIVERSIDADE ESTADUAL DO CENTRO-OESTE,NÃO,NA,ESTADUAL,PÚBLICO,UNIVERSIDADE,SUL,PR,GUARAPUAVA,ACADÊMICO,40014010042P9,CIÊNCIAS VETERINÁRIAS,VETERINARY SCIENCE,3,2015,2015,EM FUNCIONAMENTO,17Mar2015 0:00:00,159409,94292,BRASIL
2019,CIÊNCIAS BIOLÓGICAS,ZOOLOGIA,ZOOLOGIA,NÃO SE APLICA,NÃO SE APLICA,7,BIODIVERSIDADE,PUC/RS,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,NÃO,NA,PARTICULAR,PRIVADO,UNIVERSIDADE,SUL,RS,PORTO ALEGRE,ACADÊMICO,42005019002P7,ECOLOGIA E EVOLUÇÃO DA BIODIVERSIDADE,ECOLOGY, EVOLUTION AND BIODIVERSITY,5,1978,1978/1992,EM FUNCIONAMENTO,17Mar2014 0:00:00,159472,94321,BRASIL
2019,MULTIDISCIPLINAR,INTERDISCIPLINAR,SAÚDE E BIOLÓGICAS,SAÚDE E BIOLÓGICAS,NÃO SE APLICA,45,INTERDISCIPLINAR,PUC-GOIÁS,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS,NÃO,NA,PARTICULAR,PRIVADO,UNIVERSIDADE,CENTRO-OESTE,GO,GOIÂNIA,ACADÊMICO,52002012006P1,CIÊNCIAS AMBIENTAIS E SAÚDE,ENVIRONMENTAL SCIENCES AND HEALTH,4,2003,2003,EM FUNCIONAMENTO,29Aug2013 0:00:00,159445,94325,BRASIL
2019,ENGENHARIAS,ENGENHARIA DE PRODUÇÃO,ENGENHARIA DE PRODUÇÃO,NÃO SE APLICA,NÃO SE APLICA,13,ENGENHARIAS III,PUC/PR,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,NÃO,NA,PARTICULAR,PRIVADO,UNIVERSIDADE,SUL,PR,CURITIBA,ACADÊMICO,40003019010P1,ENGENHARIA DE PRODUÇÃO E SISTEMAS,INDUSTRIAL ENGINEERING AND SYSTEMS GRADUATE PROGRAM,5,2001,2001/2011,EM FUNCIONAMENTO,07Nov2012 0:00:00,156495,91879,BRASIL
2019,CIÊNCIAS EXATAS E DA TERRA,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,NÃO SE APLICA,NÃO SE APLICA,2,CIÊNCIA DA COMPUTAÇÃO,FUFPI,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,NORDESTE,PI,TERESINA,ACADÊMICO,21001014031P2,CIÊNCIA DA COMPUTAÇÃO,MASTERS PROGRAM IN COMPUTER SCIENCE,3,2012,2012,EM FUNCIONAMENTO,19Mar2012 0:00:00,156726,92109,BRASIL
